date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:39:11	19082/19082	---M--	200	added ('OK')	image/png	etag:%226b4556f-4a8a-57e5ac3854200%22	https://gowrisoftsolutions.com/images/lgo.png	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/lgo.png	(from https://gowrisoftsolutions.com/)
20:39:11	41748/41748	---M-Z	200	added ('OK')	text/html	etag:%226b45453-a314-5b62a307e0480-gzip%22	https://gowrisoftsolutions.com/index.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/index-2.html	(from https://gowrisoftsolutions.com/)
20:39:11	30059/30059	---M-Z	200	added ('OK')	text/html	etag:%226b45404-756b-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/services/qaconsultingservice.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/services/qaconsultingservice.html	(from https://gowrisoftsolutions.com/)
20:39:11	25096/25096	---M-Z	200	added ('OK')	text/html	etag:%226b453ee-6208-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/services/qaoutsourcingservice.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/services/qaoutsourcingservice.html	(from https://gowrisoftsolutions.com/)
20:39:12	25823/25823	---M-Z	200	added ('OK')	text/html	etag:%226b453f3-64df-5b62a722d3400-gzip%22	https://gowrisoftsolutions.com/pages/services/testadvisoryservices.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/services/testadvisoryservices.html	(from https://gowrisoftsolutions.com/)
20:39:12	24720/24720	---M-Z	200	added ('OK')	text/html	etag:%226b453f9-6090-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/services/corporatetraining.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/services/corporatetraining.html	(from https://gowrisoftsolutions.com/)
20:39:12	29677/29677	---M-Z	200	added ('OK')	text/html	etag:%226b453ef-73ed-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/services/internship.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/services/internship.html	(from https://gowrisoftsolutions.com/)
20:39:12	27763/27763	---M-Z	200	added ('OK')	text/html	etag:%226b4540e-6c73-5b62a33f30700-gzip%22	https://gowrisoftsolutions.com/pages/domains/banking.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/banking.html	(from https://gowrisoftsolutions.com/)
20:39:13	27408/27408	---M-Z	200	added ('OK')	text/html	etag:%226b4541b-6b10-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/insurance.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/insurance.html	(from https://gowrisoftsolutions.com/)
20:39:13	28342/28342	---M-Z	200	added ('OK')	text/html	etag:%226b4542f-6eb6-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/healthcare.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/healthcare.html	(from https://gowrisoftsolutions.com/)
20:39:13	25842/25842	---M-Z	200	added ('OK')	text/html	etag:%226b4540b-64f2-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/financialservices.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/financialservices.html	(from https://gowrisoftsolutions.com/)
20:39:13	26122/26122	---M-Z	200	added ('OK')	text/html	etag:%226b4541c-660a-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/retail.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/retail.html	(from https://gowrisoftsolutions.com/)
20:39:14	28145/28145	---M-Z	200	added ('OK')	text/html	etag:%226b4541a-6df1-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/salesperformance.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/salesperformance.html	(from https://gowrisoftsolutions.com/)
20:39:14	33934/33934	---M-Z	200	added ('OK')	text/html	etag:%226b45422-848e-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/ecommerce.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/ecommerce.html	(from https://gowrisoftsolutions.com/)
20:39:14	22246/22246	---M-Z	200	added ('OK')	text/html	etag:%226b45416-56e6-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/energynpower.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/energynpower.html	(from https://gowrisoftsolutions.com/)
20:39:14	34634/34634	---M-Z	200	added ('OK')	text/html	etag:%226b4541d-874a-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/chargeback.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/chargeback.html	(from https://gowrisoftsolutions.com/)
20:39:15	26166/26166	---M-Z	200	added ('OK')	text/html	etag:%226b4541f-6636-5b62a722d3400-gzip%22	https://gowrisoftsolutions.com/pages/domains/invoiceexclusions.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/invoiceexclusions.html	(from https://gowrisoftsolutions.com/)
20:39:15	26431/26431	---M-Z	200	added ('OK')	text/html	etag:%226b45424-673f-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/manufacturing.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/manufacturing.html	(from https://gowrisoftsolutions.com/)
20:39:15	26463/26463	---M-Z	200	added ('OK')	text/html	etag:%226b4540d-675f-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/digitalmedianadvertising.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/digitalmedianadvertising.html	(from https://gowrisoftsolutions.com/)
20:39:15	25575/25575	---M-Z	200	added ('OK')	text/html	etag:%226b45409-63e7-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/Education.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/Education.html	(from https://gowrisoftsolutions.com/)
20:39:16	22362/22362	---M-Z	200	added ('OK')	text/html	etag:%226b4542b-575a-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/isv.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/isv.html	(from https://gowrisoftsolutions.com/)
20:39:16	20720/20720	---M-Z	200	added ('OK')	text/html	etag:%226b45421-50f0-5b62a33f30700-gzip%22	https://gowrisoftsolutions.com/pages/domains/automotive.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/automotive.html	(from https://gowrisoftsolutions.com/)
20:39:16	28332/28332	---M-Z	200	added ('OK')	text/html	etag:%226b4542e-6eac-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/domains/telecom.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/domains/telecom.html	(from https://gowrisoftsolutions.com/)
20:39:16	22811/22811	---M-Z	200	added ('OK')	text/html	etag:%226b453ad-591b-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/functionaltesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/functionaltesting.html	(from https://gowrisoftsolutions.com/)
20:39:17	23798/23798	---M-Z	200	added ('OK')	text/html	etag:%226b453b5-5cf6-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/regressiontesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/regressiontesting.html	(from https://gowrisoftsolutions.com/)
20:39:17	24739/24739	---M-Z	200	added ('OK')	text/html	etag:%226b453ab-60a3-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/compatibilitytesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/compatibilitytesting.html	(from https://gowrisoftsolutions.com/)
20:39:17	23869/23869	---M-Z	200	added ('OK')	text/html	etag:%226b453dd-5d3d-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/systemtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/systemtesting.html	(from https://gowrisoftsolutions.com/)
20:39:18	23323/23323	---M-Z	200	added ('OK')	text/html	etag:%226b453eb-5b1b-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/acceptancetesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/acceptancetesting.html	(from https://gowrisoftsolutions.com/)
20:39:18	24648/24648	---M-Z	200	added ('OK')	text/html	etag:%226b453ba-6048-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/desktopapplicationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/desktopapplicationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:18	24797/24797	---M-Z	200	added ('OK')	text/html	etag:%226b45398-60dd-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/ecommercetesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/ecommercetesting.html	(from https://gowrisoftsolutions.com/)
20:39:18	22749/22749	---M-Z	200	added ('OK')	text/html	etag:%226b453cc-58dd-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/gametesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/gametesting.html	(from https://gowrisoftsolutions.com/)
20:39:19	23068/23068	---M-Z	200	added ('OK')	text/html	etag:%226b453ac-5a1c-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/installationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/installationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:19	23247/23247	---M-Z	200	added ('OK')	text/html	etag:%226b45396-5acf-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/webapplicationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/webapplicationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:19	23277/23277	---M-Z	200	added ('OK')	text/html	etag:%226b453ae-5aed-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/mobileappstesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/mobileappstesting.html	(from https://gowrisoftsolutions.com/)
20:39:19	24192/24192	---M-Z	200	added ('OK')	text/html	etag:%226b453a8-5e80-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/usabilitytesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/usabilitytesting.html	(from https://gowrisoftsolutions.com/)
20:39:20	22981/22981	---M-Z	200	added ('OK')	text/html	etag:%226b453cb-59c5-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/localizationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/localizationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:20	27166/27166	---M-Z	200	added ('OK')	text/html	etag:%226b453cf-6a1e-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/performancetesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/performancetesting.html	(from https://gowrisoftsolutions.com/)
20:39:20	28758/28758	---M-Z	200	added ('OK')	text/html	etag:%226b453b2-7056-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/securitytesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/securitytesting.html	(from https://gowrisoftsolutions.com/)
20:39:20	23823/23823	---M-Z	200	added ('OK')	text/html	etag:%226b453c7-5d0f-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/guirwebautomationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/guirwebautomationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:20	25644/25644	---M-Z	200	added ('OK')	text/html	etag:%226b4539d-642c-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/mobileautomationtesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/mobileautomationtesting.html	(from https://gowrisoftsolutions.com/)
20:39:21	22622/22622	---M-Z	200	added ('OK')	text/html	etag:%226b453ea-585e-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/apitestingnwebservices.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/apitestingnwebservices.html	(from https://gowrisoftsolutions.com/)
20:39:21	24026/24026	---M-Z	200	added ('OK')	text/html	etag:%226b4539f-5dda-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/datawarehouse.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/datawarehouse.html	(from https://gowrisoftsolutions.com/)
20:39:21	25864/25864	---M-Z	200	added ('OK')	text/html	etag:%226b453bf-6508-5b62a6ed6b600-gzip%22	https://gowrisoftsolutions.com/pages/testing/databasetesting.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/pages/testing/databasetesting.html	(from https://gowrisoftsolutions.com/)
20:39:21	24407/24407	---M-Z	200	added ('OK')	text/html	etag:%226b45342-5f57-5b62a29b28400-gzip%22	https://gowrisoftsolutions.com/careers.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/careers.html	(from https://gowrisoftsolutions.com/)
20:39:21	22888/22888	---M-Z	200	added ('OK')	text/html	etag:%226b45515-5968-5b62a29b28400-gzip%22	https://gowrisoftsolutions.com/about.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/about.html	(from https://gowrisoftsolutions.com/)
20:39:22	25960/25960	---M-Z	200	added ('OK')	text/html	etag:%226b4534b-6568-60244d56d3680-gzip%22	https://gowrisoftsolutions.com/contact.html	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/contact.html	(from https://gowrisoftsolutions.com/)
20:39:22	860056/860056	---M--	200	added ('OK')	image/jpeg	etag:%226b45598-d1f98-57ffee4e22580%22	https://gowrisoftsolutions.com/images/banner/bnr1.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr1.jpg	(from https://gowrisoftsolutions.com/)
20:39:23	698792/698792	---M--	200	added ('OK')	image/jpeg	etag:%226b455a5-aa9a8-57f0047bf4c00%22	https://gowrisoftsolutions.com/images/banner/bnr2.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr2.jpg	(from https://gowrisoftsolutions.com/)
20:39:23	453240/453240	---M--	200	added ('OK')	image/jpeg	etag:%226b45595-6ea78-57effee1a1400%22	https://gowrisoftsolutions.com/images/banner/bnr3.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr3.jpg	(from https://gowrisoftsolutions.com/)
20:39:23	662865/662865	---M--	200	added ('OK')	image/jpeg	etag:%226b45593-a1d51-57f011d404780%22	https://gowrisoftsolutions.com/images/banner/bnr6.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr6.jpg	(from https://gowrisoftsolutions.com/)
20:39:23	374916/374916	---M--	200	added ('OK')	image/jpeg	etag:%226b45594-5b884-57f00ab67fe00%22	https://gowrisoftsolutions.com/images/banner/bnr4.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr4.jpg	(from https://gowrisoftsolutions.com/)
20:39:24	638434/638434	---M--	200	added ('OK')	image/jpeg	etag:%226b45597-9bde2-57f0174091380%22	https://gowrisoftsolutions.com/images/banner/bnr7.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr7.jpg	(from https://gowrisoftsolutions.com/)
20:39:24	505196/505196	---M--	200	added ('OK')	image/jpeg	etag:%226b455a0-7b56c-57f00da9cf400%22	https://gowrisoftsolutions.com/images/banner/bnr5.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr5.jpg	(from https://gowrisoftsolutions.com/)
20:39:24	964842/964842	---M--	200	added ('OK')	image/jpeg	etag:%226b45596-eb8ea-57f01a20cdc80%22	https://gowrisoftsolutions.com/images/banner/bnr8.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr8.jpg	(from https://gowrisoftsolutions.com/)
20:39:24	460010/460010	---M--	200	added ('OK')	image/jpeg	etag:%226b45599-704ea-57f01cf969380%22	https://gowrisoftsolutions.com/images/banner/bnr9.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr9.jpg	(from https://gowrisoftsolutions.com/)
20:39:25	3003/3003	---M--	200	added ('OK')	image/svg+xml	etag:%226b45577-bbb-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/consultation.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/consultation.svg	(from https://gowrisoftsolutions.com/)
20:39:25	3582/3582	---M--	200	added ('OK')	image/svg+xml	etag:%226b45579-dfe-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/advisory.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/advisory.svg	(from https://gowrisoftsolutions.com/)
20:39:25	3608/3608	---M--	200	added ('OK')	image/svg+xml	etag:%226b45573-e18-5b53498adb100%22	https://gowrisoftsolutions.com/images/services/outsourcing.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/outsourcing.svg	(from https://gowrisoftsolutions.com/)
20:39:26	624335/624335	---M--	200	added ('OK')	image/jpeg	etag:%226b4559c-986cf-57f0227538380%22	https://gowrisoftsolutions.com/images/banner/bnr10.jpg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/banner/bnr10.jpg	(from https://gowrisoftsolutions.com/)
20:39:26	3663/3663	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557a-e4f-5b53498adb100%22	https://gowrisoftsolutions.com/images/services/teaching.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/teaching.svg	(from https://gowrisoftsolutions.com/)
20:39:26	5312/5312	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557e-14c0-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/internship.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/internship.svg	(from https://gowrisoftsolutions.com/)
20:39:26	3688/3688	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557f-e68-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/data.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/data.svg	(from https://gowrisoftsolutions.com/)
20:39:26	5383/5383	---M--	200	added ('OK')	image/svg+xml	etag:%226b45575-1507-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/icon.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/icon.svg	(from https://gowrisoftsolutions.com/)
20:39:27	2747/2747	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557d-abb-5b53498adb100%22	https://gowrisoftsolutions.com/images/services/smartphone.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/smartphone.svg	(from https://gowrisoftsolutions.com/)
20:39:27	1688/1688	---M--	200	added ('OK')	image/svg+xml	etag:%226b45574-698-5b53498adb100%22	https://gowrisoftsolutions.com/images/services/performance.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/performance.svg	(from https://gowrisoftsolutions.com/)
20:39:27	4992/4992	---M--	200	added ('OK')	image/svg+xml	etag:%226b45572-1380-5b53498adb100%22	https://gowrisoftsolutions.com/images/services/jigsaw.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/jigsaw.svg	(from https://gowrisoftsolutions.com/)
20:39:27	11560/11560	---M--	200	added ('OK')	image/svg+xml	etag:%226b45571-2d28-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/database.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/database.svg	(from https://gowrisoftsolutions.com/)
20:39:27	3529/3529	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557b-dc9-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/api.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/api.svg	(from https://gowrisoftsolutions.com/)
20:39:28	4143/4143	---M--	200	added ('OK')	image/svg+xml	etag:%226b4557c-102f-5b53494630f00%22	https://gowrisoftsolutions.com/images/services/big-data.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/services/big-data.svg	(from https://gowrisoftsolutions.com/)
20:39:28	5355/5355	---M--	200	added ('OK')	image/svg+xml	etag:%226b45587-14eb-5b5348e11a080%22	https://gowrisoftsolutions.com/images/whyGSS/change.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/change.svg	(from https://gowrisoftsolutions.com/)
20:39:28	9522/9522	---M--	200	added ('OK')	image/svg+xml	etag:%226b45588-2532-5b5348e11a080%22	https://gowrisoftsolutions.com/images/whyGSS/network.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/network.svg	(from https://gowrisoftsolutions.com/)
20:39:29	4021/4021	---M--	200	added ('OK')	image/svg+xml	etag:%226b4558f-fb5-5b5348e11a080%22	https://gowrisoftsolutions.com/images/whyGSS/server.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/server.svg	(from https://gowrisoftsolutions.com/)
20:39:29	2668/2668	---M--	200	added ('OK')	image/svg+xml	etag:%226b4558e-a6c-5b53484e3c600%22	https://gowrisoftsolutions.com/images/whyGSS/gift.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/gift.svg	(from https://gowrisoftsolutions.com/)
20:39:29	2718/2718	---M--	200	added ('OK')	image/svg+xml	etag:%226b4558d-a9e-5b5348e11a080%22	https://gowrisoftsolutions.com/images/whyGSS/customer.svg	C:/My%20Web%20Sites/gowrisoftsolutions/gowrisoftsolutions.com/images/whyGSS/customer.svg	(from https://gowrisoftsolutions.com/)
